State,City,Category,Clothing Type,Store Number,Postal Code,Store Type,Store Open Date,Selling Area Size (sq ft),Store Manager,Manager ID,Operating Hours,Staff Count,Parking Availability,Order ID,Order Date,Month,Customer ID,Customer Name,Product ID,Price,Quantity,Sales Profit
Karnataka,Mysuru,Women,T-shirts,3,408462,Owned,25-05-2022,950,Megan Turner,M14,9 AM - 8 PM,10,Not Available,35088,17-04-2024,April,634065,Frances Brennan,777,780,2,624
Karnataka,Bengaluru,Kids,T-shirts,33,427966,Owned,22-10-2024,1100,Carrie Mahoney,M1,11 AM - 8 PM,18,Available,72760,14-05-2024,May,482516,Lori Johnson,257,1094,3,1312.8
Karnataka,Bengaluru,Women,Dresses,61,431494,Owned,22-09-2023,1200,Jose Mitchell,M42,9 AM - 8 PM,5,Available,83437,14-07-2024,July,530222,Katie Barnett,384,1030,4,1648
Karnataka,Bengaluru,Kids,Shirts,62,437748,Rented,06-09-2022,1300,Antonio Howell,M43,10 AM - 9 PM,13,Available,49786,23-04-2024,April,231384,Crystal Ford,204,1099,2,879.2
Karnataka,Bengaluru,Women,Shoes,13,422640,Owned,01-11-2020,1400,Teresa Garner,M96,10 AM - 7 PM,7,Not Available,94410,01-09-2024,September,845668,Nicole Johnson,735,1984,8,6348.8
Karnataka,Bengaluru,Men,Jeans,94,412277,Rented,21-11-2023,950,Billy Todd,M63,10 AM - 9 PM,9,Not Available,37951,20-01-2024,January,327422,Stephanie Ramirez,804,1213,7,3396.4
Karnataka,Mysuru,Women,Skirts,6,427684,Rented,06-05-2020,950,Jeremy Juarez,M83,10 AM - 9 PM,15,Not Available,68834,31-01-2024,January,467648,Sandra Contreras,496,2447,8,7830.4
Karnataka,Bengaluru,Men,T-shirts,99,423661,Owned,07-03-2022,1200,Michelle Martinez,M84,9 AM - 8 PM,18,Available,25414,10-11-2024,November,892453,Carol Harris,777,2635,2,2108
Karnataka,Mysuru,Kids,Shirts,27,436019,Owned,11-04-2020,1300,Daniel Ruiz,M46,10 AM - 9 PM,12,Available,43761,02-05-2024,May,823304,David Harding,979,2153,5,4306
Karnataka,Mysuru,Kids,Pants,62,408909,Rented,10-07-2023,800,Roberta Gill,M95,9 AM - 8 PM,11,Available,88479,12-09-2024,September,447296,David Douglas,859,926,3,1111.2
Karnataka,Bengaluru,Kids,T-shirts,99,425545,Rented,06-09-2020,800,John Turner,M39,10 AM - 7 PM,3,Not Available,39878,12-05-2024,May,796268,Alejandro Walker,750,2651,3,3181.2
Karnataka,Bengaluru,Men,Skirts,80,426885,Owned,26-06-2022,800,Chad Dixon,M80,11 AM - 8 PM,5,Not Available,70374,22-09-2024,September,263370,Max Massey,866,2604,3,3124.8
Karnataka,Bengaluru,Women,Sweaters,80,411992,Rented,06-07-2021,950,John Ayala,M81,9 AM - 8 PM,3,Available,51900,11-06-2024,June,721788,Jonathan Brown,773,2795,8,8944
Karnataka,Bengaluru,Men,T-shirts,88,407013,Owned,14-03-2021,1100,Dana Monroe,M25,11 AM - 8 PM,13,Available,98471,07-10-2024,October,606873,Elizabeth Glenn,572,1744,2,1395.2
Karnataka,Mysuru,Women,T-shirts,49,401562,Owned,07-06-2020,950,Jessica Thompson,M71,10 AM - 7 PM,14,Not Available,35292,14-02-2024,February,407636,Melvin Roberts,435,2215,7,6202
Karnataka,Bengaluru,Men,Dresses,78,410374,Rented,11-12-2023,1400,Gregory Cummings,M75,10 AM - 9 PM,20,Not Available,38683,26-04-2024,April,908377,Brendan Turner,269,952,5,1904
Karnataka,Bengaluru,Women,T-shirts,85,439730,Rented,05-06-2024,1300,Robert Anderson,M65,9 AM - 8 PM,12,Not Available,98247,07-10-2024,October,988862,Jessica Gates,303,1914,4,3062.4
Karnataka,Mysuru,Women,Jeans,33,426428,Rented,23-03-2024,950,Stephanie Watkins,M91,10 AM - 9 PM,8,Not Available,41241,06-03-2024,March,274938,Michael Blanchard,439,1096,2,876.8
Karnataka,Bengaluru,Kids,Jeans,93,412083,Owned,19-07-2022,1000,Kevin Wise DDS,M12,9 AM - 8 PM,8,Not Available,22408,02-06-2024,June,748062,Mary Spence,694,763,1,305.2
Karnataka,Bengaluru,Kids,Shirts,21,406138,Owned,21-12-2021,800,Timothy Gordon,M23,10 AM - 7 PM,3,Not Available,63280,09-03-2024,March,346617,Daniel Garcia,740,1283,8,4105.6
Karnataka,Bengaluru,Kids,Pants,82,436834,Rented,17-10-2023,1200,Brian Mitchell,M64,11 AM - 8 PM,13,Available,85713,12-01-2024,January,230321,Phillip Ayala,738,838,1,335.2
Karnataka,Mysuru,Kids,T-shirts,66,410601,Rented,31-10-2020,1100,Elizabeth Lewis,M86,9 AM - 8 PM,5,Available,46815,21-05-2024,May,987835,Lisa Romero,735,1156,3,1387.2
Karnataka,Bengaluru,Kids,Hoodies,4,402287,Owned,03-09-2020,1400,Cathy Smith,M98,11 AM - 8 PM,10,Available,29699,08-10-2024,October,217928,Jasmine Dunn,568,1581,7,4426.8
Karnataka,Mysuru,Men,Jeans,15,422974,Owned,29-01-2020,1400,Caroline Holmes,M28,10 AM - 7 PM,3,Not Available,35666,28-11-2024,November,251942,Samantha Sawyer,550,2658,4,4252.8
Karnataka,Mysuru,Kids,Dresses,14,403715,Owned,07-09-2020,1000,Veronica Bryant,M8,10 AM - 7 PM,6,Not Available,59558,08-10-2024,October,124123,Lisa Fletcher,655,2599,6,6237.6
Karnataka,Mysuru,Men,T-shirts,99,438709,Owned,09-06-2022,1100,Justin Trevino,M1,11 AM - 8 PM,20,Not Available,74307,03-12-2024,December,875127,Ernest Cortez,385,846,5,1692
Karnataka,Mysuru,Kids,Shirts,58,415579,Owned,26-10-2020,950,Holly Gamble,M12,10 AM - 9 PM,9,Available,69935,21-02-2024,February,507371,Ashley Solis,721,2534,3,3040.8
Karnataka,Bengaluru,Kids,Sweaters,59,411392,Owned,02-04-2024,800,Mr. Daniel Calhoun,M36,11 AM - 8 PM,20,Not Available,62570,17-08-2024,August,394092,Cindy Sherman,446,859,4,1374.4
Karnataka,Mysuru,Men,Shoes,97,403974,Rented,28-05-2024,1400,Angelica Manning,M70,9 AM - 8 PM,13,Available,37988,25-06-2024,June,964235,Abigail Lewis,530,2948,2,2358.4
Karnataka,Mysuru,Women,Pants,71,416342,Rented,20-06-2021,1300,Jeremiah Hayes,M65,9 AM - 8 PM,5,Available,85523,16-07-2024,July,793575,Douglas Wells,397,656,8,2099.2
Karnataka,Mysuru,Men,Sweaters,89,404890,Rented,05-07-2020,1200,Jeffery Woods,M33,10 AM - 7 PM,17,Not Available,75299,25-03-2024,March,180658,Lisa Carter,454,650,7,1820
Karnataka,Bengaluru,Men,Skirts,81,404537,Owned,16-03-2021,1000,Chelsey King,M32,10 AM - 7 PM,6,Available,70396,01-03-2024,March,143309,David Smith,473,2043,4,3268.8
Karnataka,Bengaluru,Women,Jeans,24,424010,Rented,28-08-2021,1200,Sandra Wiggins,M47,10 AM - 7 PM,18,Available,64242,28-03-2024,March,782714,Barbara Evans,294,1723,7,4824.4
Karnataka,Bengaluru,Women,Sweaters,57,412589,Owned,30-09-2023,1100,Alexandra Collins,M72,10 AM - 9 PM,4,Not Available,55628,17-02-2024,February,566867,Michael Wright,734,2171,8,6947.2
Karnataka,Mysuru,Kids,T-shirts,80,419728,Owned,15-11-2022,1400,Mary Williams,M94,9 AM - 8 PM,18,Not Available,67077,22-05-2024,May,644547,Alejandro Garza,744,780,7,2184
Karnataka,Bengaluru,Men,T-shirts,22,401928,Rented,16-10-2021,1200,Fred Adams,M82,10 AM - 7 PM,18,Not Available,86876,09-07-2024,July,543634,Lisa Frey,657,2297,1,918.8
Karnataka,Bengaluru,Women,Jeans,49,431753,Owned,08-04-2024,1300,Aaron Robbins DVM,M52,10 AM - 9 PM,11,Available,42254,01-01-2024,January,568712,Edward Anderson,262,1050,3,1260
Karnataka,Mysuru,Women,Sweaters,4,417244,Owned,23-12-2022,1300,Mark White,M30,9 AM - 8 PM,8,Available,76076,25-11-2024,November,490199,Aaron White,657,624,1,249.6
Karnataka,Mysuru,Men,Jackets,13,416484,Owned,14-01-2022,1300,Anthony Carpenter,M81,9 AM - 8 PM,9,Not Available,97045,16-06-2024,June,282682,Amanda Roman,500,1871,4,2993.6
Karnataka,Mysuru,Men,Shoes,77,414915,Rented,20-08-2022,1000,Jennifer Stanley,M95,11 AM - 8 PM,18,Available,38733,22-03-2024,March,368823,Colin Harrison,225,990,6,2376
Karnataka,Bengaluru,Kids,Skirts,72,428326,Rented,02-04-2023,1100,Stephanie White,M18,9 AM - 8 PM,7,Not Available,92927,23-04-2024,April,193443,Daniel Dyer,660,1582,1,632.8
Karnataka,Mysuru,Kids,Tops,22,421351,Owned,01-07-2023,1200,Amanda Anderson,M20,9 AM - 8 PM,4,Not Available,65665,22-06-2024,June,439102,Ashley Flores,784,1767,7,4947.6
Karnataka,Bengaluru,Kids,Dresses,17,406112,Owned,22-05-2022,1000,Tiffany Young,M81,11 AM - 8 PM,18,Not Available,30473,24-03-2024,March,350186,Alison Thomas,545,2587,2,2069.6
Karnataka,Mysuru,Kids,Sweaters,28,419923,Owned,28-09-2023,1400,Jacqueline Stewart MD,M84,10 AM - 7 PM,12,Available,57766,06-11-2024,November,916765,Deborah Gutierrez,645,2782,5,5564
Karnataka,Mysuru,Kids,Hoodies,23,437086,Rented,21-12-2022,800,Melissa Lee,M54,11 AM - 8 PM,16,Available,81219,15-11-2024,November,880689,James Fields,991,2411,5,4822
Karnataka,Mysuru,Kids,Jeans,8,403951,Rented,01-03-2024,800,Elaine Conley,M62,9 AM - 8 PM,14,Not Available,34600,17-07-2024,July,796642,Luke Robinson,403,2876,4,4601.6
Karnataka,Bengaluru,Kids,Sweaters,37,430387,Owned,03-01-2020,1400,George Boyd,M31,10 AM - 7 PM,12,Not Available,83087,12-11-2024,November,489299,John West,283,2104,4,3366.4
Karnataka,Bengaluru,Men,Dresses,3,418322,Owned,28-06-2021,800,Daniel Johnson,M7,9 AM - 8 PM,14,Available,46110,08-01-2024,January,580106,Phillip Frederick,467,2433,1,973.2
Karnataka,Mysuru,Men,Skirts,18,411358,Rented,24-03-2021,1400,Cody Mitchell,M49,9 AM - 8 PM,12,Available,22478,13-11-2024,November,437863,Paula Perkins,388,2702,6,6484.8
Karnataka,Mysuru,Women,Skirts,59,424518,Owned,02-05-2024,1200,Elizabeth James,M63,9 AM - 8 PM,20,Available,43451,29-09-2024,September,775670,Caleb Jordan,704,2148,8,6873.6
Karnataka,Bengaluru,Kids,Dresses,67,424945,Rented,02-01-2023,950,Melvin Jenkins,M15,9 AM - 8 PM,10,Available,27471,05-06-2024,June,753742,Shari Ryan,357,1237,4,1979.2
Karnataka,Mysuru,Women,T-shirts,67,439446,Owned,11-02-2020,1000,Gregory Rodriguez,M23,10 AM - 9 PM,9,Not Available,70277,16-09-2024,September,575780,Thomas May,731,2322,5,4644
Karnataka,Bengaluru,Men,T-shirts,91,421516,Owned,21-09-2024,800,Robert Perez,M41,11 AM - 8 PM,12,Not Available,82216,28-08-2024,August,173829,Suzanne Gomez,556,2452,5,4904
Karnataka,Bengaluru,Kids,Tops,83,432411,Rented,14-07-2023,800,Jason Wade,M30,10 AM - 7 PM,9,Not Available,76105,29-01-2024,January,157995,Teresa Simmons,483,2250,7,6300
Karnataka,Bengaluru,Men,T-shirts,39,437245,Rented,07-11-2020,1100,Lindsay Dawson,M34,9 AM - 8 PM,16,Available,38103,16-10-2024,October,378958,Kelsey Foster,972,1827,2,1461.6
Karnataka,Mysuru,Kids,Pants,71,418422,Rented,22-02-2021,950,Douglas Thomas,M18,10 AM - 7 PM,12,Not Available,90582,18-10-2024,October,915793,Ryan Sanchez,864,1426,8,4563.2
Karnataka,Bengaluru,Kids,Skirts,70,403903,Owned,13-12-2021,1200,Katherine Brady,M45,9 AM - 8 PM,9,Not Available,26869,04-03-2024,March,576642,Brian Smith,440,2069,2,1655.2
Karnataka,Bengaluru,Men,Tops,98,430736,Rented,29-08-2021,1400,Lisa Hicks,M22,11 AM - 8 PM,7,Not Available,40885,04-07-2024,July,316870,James Henderson,773,1214,2,971.2
Karnataka,Bengaluru,Women,Jackets,83,406377,Rented,31-08-2023,1200,Sandra Cox,M91,9 AM - 8 PM,3,Available,83298,19-02-2024,February,828948,Christopher White,411,2822,5,5644
Karnataka,Mysuru,Kids,Hoodies,33,420943,Owned,26-07-2020,950,Ronald Miller,M1,10 AM - 9 PM,15,Not Available,77657,12-11-2024,November,744093,Angela Richardson,491,967,7,2707.6
Karnataka,Mysuru,Men,Hoodies,50,414679,Rented,03-08-2021,1400,Linda Crosby,M73,10 AM - 7 PM,16,Not Available,58517,12-03-2024,March,145334,Jeffrey Green,599,2866,2,2292.8
Karnataka,Mysuru,Kids,Sweaters,82,439497,Rented,12-06-2024,1000,Deborah Garcia,M74,10 AM - 9 PM,18,Available,97855,20-01-2024,January,609210,Rachel Powell,558,1164,3,1396.8
Karnataka,Mysuru,Women,T-shirts,17,425663,Owned,15-07-2023,1200,Mark West,M27,11 AM - 8 PM,15,Not Available,30391,03-06-2024,June,297218,George Stewart,989,1996,6,4790.4
Karnataka,Bengaluru,Kids,Jackets,34,400563,Owned,23-11-2022,950,Jason Newton,M59,10 AM - 7 PM,10,Available,94782,22-10-2024,October,200819,Sherry Klein,959,2919,2,2335.2
Karnataka,Bengaluru,Kids,Jeans,42,411235,Rented,22-04-2024,950,Ebony Elliott,M40,11 AM - 8 PM,3,Not Available,77436,18-04-2024,April,486012,Douglas Russo,540,2367,2,1893.6
Karnataka,Mysuru,Kids,T-shirts,72,401084,Owned,05-10-2020,1000,Christopher Woods,M78,9 AM - 8 PM,19,Available,98789,28-05-2024,May,665796,Allison Day,293,2017,7,5647.6
Karnataka,Mysuru,Kids,Dresses,32,406769,Rented,06-07-2021,950,Scott Mahoney,M53,10 AM - 7 PM,10,Available,73268,19-02-2024,February,712743,Holly Hill,326,2375,2,1900
Karnataka,Bengaluru,Women,Hoodies,64,411054,Rented,08-07-2023,1100,Justin Davis,M75,9 AM - 8 PM,19,Available,14459,02-10-2024,October,893898,Monique Smith,586,1291,8,4131.2
Karnataka,Bengaluru,Kids,Pants,89,400427,Rented,24-06-2021,1400,Nicole Salinas,M2,11 AM - 8 PM,12,Not Available,10863,21-05-2024,May,653938,Lauren Meyers,994,1907,6,4576.8
Karnataka,Bengaluru,Women,Jeans,20,401922,Rented,30-03-2021,1400,Kristen Medina,M96,10 AM - 9 PM,5,Not Available,52919,12-03-2024,March,356255,Alex Sullivan,483,809,4,1294.4
Karnataka,Bengaluru,Men,T-shirts,32,405258,Rented,04-08-2024,1300,Juan Barry,M14,10 AM - 7 PM,18,Available,84737,05-06-2024,June,949919,Chloe Hunt,867,2632,1,1052.8
Karnataka,Mysuru,Women,Jackets,9,436101,Owned,03-11-2021,1400,Sean Pratt,M19,11 AM - 8 PM,3,Not Available,31261,13-01-2024,January,825451,Amy Frazier DDS,931,1186,2,948.8
Karnataka,Mysuru,Women,Shoes,22,408552,Rented,24-05-2020,800,Lori Wallace MD,M14,9 AM - 8 PM,20,Not Available,44570,23-08-2024,August,166073,Jennifer Howard,907,2413,5,4826
Karnataka,Mysuru,Kids,T-shirts,78,428523,Rented,14-05-2023,950,Stephanie Robertson,M58,11 AM - 8 PM,6,Not Available,10063,14-02-2024,February,775624,Ryan Cameron,977,2332,6,5596.8
Karnataka,Mysuru,Women,Jeans,49,427425,Rented,28-11-2023,1000,Mary Lewis,M94,10 AM - 7 PM,15,Not Available,68838,06-01-2024,January,495917,James Rice,351,1357,6,3256.8
Karnataka,Mysuru,Men,Jackets,80,425226,Owned,21-03-2020,1000,Sara Guzman,M65,10 AM - 7 PM,12,Available,23261,24-05-2024,May,963608,Mary Bauer,669,1920,5,3840
Karnataka,Mysuru,Kids,Tops,60,434017,Rented,05-05-2024,1200,Dwayne Kennedy,M72,10 AM - 7 PM,15,Available,27773,28-04-2024,April,477096,Andrew Cross,478,617,1,246.8
Karnataka,Bengaluru,Men,Dresses,12,407699,Owned,11-11-2022,1100,Dr. Valerie Armstrong,M50,9 AM - 8 PM,15,Available,32554,30-10-2024,October,559723,Holly Powers,425,1403,2,1122.4
Karnataka,Mysuru,Women,T-shirts,24,409100,Rented,24-03-2024,800,Kevin Davis,M80,9 AM - 8 PM,12,Not Available,55528,09-01-2024,January,276900,Angela Adams,238,1533,6,3679.2
Karnataka,Mysuru,Men,Shirts,95,436604,Rented,23-08-2023,800,Abigail Ellison,M95,9 AM - 8 PM,12,Not Available,77206,22-03-2024,March,367697,Sherri Johnston,221,1725,1,690
Karnataka,Bengaluru,Women,Tops,24,405189,Owned,01-11-2024,1100,Victor Heath,M58,9 AM - 8 PM,3,Available,99405,03-07-2024,July,954182,Teresa Blair,869,2704,6,6489.6
Karnataka,Bengaluru,Men,Shoes,12,418851,Owned,06-06-2024,1000,Stephen Bean,M44,10 AM - 9 PM,19,Available,89705,04-05-2024,May,541710,Shannon Nicholson,618,1401,4,2241.6
Karnataka,Mysuru,Kids,Skirts,86,402327,Owned,16-12-2022,1200,Rebecca Higgins,M72,11 AM - 8 PM,20,Available,90508,04-07-2024,July,854944,Deanna Chandler,870,2100,5,4200
Karnataka,Mysuru,Women,Sweaters,26,402011,Owned,08-01-2022,1200,Teresa Haney,M84,9 AM - 8 PM,15,Not Available,25957,15-05-2024,May,692498,Julie Hernandez,337,620,7,1736
Karnataka,Mysuru,Kids,Jackets,57,405264,Rented,04-01-2023,1000,Steven Glover,M99,10 AM - 9 PM,20,Available,70373,05-09-2024,September,313438,Wayne Ramirez,689,936,1,374.4
Karnataka,Mysuru,Kids,Shoes,30,435146,Rented,10-08-2023,1400,Alexandria Rios,M56,11 AM - 8 PM,13,Not Available,59235,02-02-2024,February,190187,Phillip Craig,310,2986,5,5972
Karnataka,Bengaluru,Kids,Tops,83,439503,Owned,20-07-2022,1200,Carla Sawyer,M78,9 AM - 8 PM,3,Not Available,30430,13-02-2024,February,422371,Jeff Valentine,236,2641,2,2112.8
Karnataka,Mysuru,Kids,Sweaters,85,434406,Rented,27-03-2021,1200,Sandra Sanders,M18,9 AM - 8 PM,7,Not Available,26756,25-02-2024,February,935835,Lawrence Tucker,454,610,8,1952
Karnataka,Mysuru,Women,Hoodies,14,434937,Owned,25-11-2024,1300,Charles Raymond,M83,10 AM - 9 PM,14,Available,43164,23-08-2024,August,972349,Justin Obrien,347,1435,8,4592
Karnataka,Bengaluru,Men,Shoes,75,412555,Rented,21-07-2023,1400,Brianna Lawrence,M12,11 AM - 8 PM,12,Available,57872,14-03-2024,March,208735,Brianna Rodriguez,891,2447,3,2936.4
Karnataka,Mysuru,Kids,Shirts,17,410163,Owned,11-03-2021,1100,Joel Freeman,M62,10 AM - 9 PM,19,Not Available,63396,16-11-2024,November,715068,Sean Anderson,766,1650,4,2640
Karnataka,Bengaluru,Kids,Jeans,23,413845,Owned,20-07-2024,800,Mr. Ryan Stone,M75,11 AM - 8 PM,17,Not Available,59984,05-08-2024,August,146917,Michael Butler,296,1636,7,4580.8
Karnataka,Mysuru,Women,T-shirts,75,413896,Rented,30-03-2021,1200,Joseph Winters,M18,9 AM - 8 PM,20,Available,64441,06-04-2024,April,736941,Barbara Tucker,726,2597,3,3116.4
Karnataka,Mysuru,Women,Shoes,9,409104,Rented,27-08-2023,1100,Gregory Lee,M74,9 AM - 8 PM,3,Not Available,19621,26-07-2024,July,655210,Amanda Trevino,627,1788,6,4291.2
Karnataka,Bengaluru,Women,Shoes,59,404537,Owned,31-10-2024,1000,Jennifer Davis,M54,10 AM - 7 PM,15,Available,57995,25-02-2024,February,966779,Troy Williamson,588,1012,5,2024
Karnataka,Mysuru,Men,Shoes,4,422630,Rented,13-03-2022,950,Jonathan Shaffer,M100,11 AM - 8 PM,12,Available,44218,03-08-2024,August,854755,Christine Long,801,1886,6,4526.4
Karnataka,Bengaluru,Men,Shoes,72,422121,Owned,22-03-2021,1000,Emily Lutz,M22,11 AM - 8 PM,7,Not Available,99168,10-01-2024,January,416314,Nathan Bates,348,1236,8,3955.2
Karnataka,Mysuru,Women,Shirts,89,405104,Rented,19-08-2021,1400,Katherine Owens,M42,10 AM - 7 PM,12,Available,57976,04-11-2024,November,320709,Robert Odonnell,920,1680,5,3360
Karnataka,Bengaluru,Men,T-shirts,88,407041,Owned,05-03-2021,1400,Kimberly Ramirez,M37,10 AM - 9 PM,7,Not Available,11329,29-08-2024,August,487083,Eric Lynn,447,1786,1,714.4
Karnataka,Bengaluru,Women,T-shirts,53,433487,Owned,10-07-2021,1300,Lisa Garner,M24,10 AM - 9 PM,18,Available,92144,21-10-2024,October,145410,Penny Padilla,533,1168,5,2336
Karnataka,Bengaluru,Kids,Jeans,62,401039,Owned,25-08-2021,1400,Kimberly Eaton,M81,10 AM - 7 PM,8,Not Available,34367,08-06-2024,June,662655,Ryan Rodriguez,627,1563,7,4376.4
Karnataka,Mysuru,Kids,Jackets,64,418902,Owned,29-07-2022,1000,Bryan Ross,M76,11 AM - 8 PM,17,Available,92036,09-05-2024,May,760011,Lucas Alexander,555,1937,8,6198.4
Karnataka,Bengaluru,Men,Shirts,16,438294,Rented,06-07-2021,800,Amy Joseph,M12,10 AM - 7 PM,14,Not Available,85875,14-05-2024,May,752933,Mary Reyes MD,315,2475,4,3960
Karnataka,Bengaluru,Kids,Skirts,6,433166,Owned,15-04-2022,1300,Nicholas Singleton,M68,10 AM - 7 PM,7,Not Available,14435,06-11-2024,November,130538,Adrian White,508,1032,4,1651.2
Karnataka,Bengaluru,Women,Jeans,70,402174,Rented,15-09-2022,1100,Justin Rodriguez,M35,9 AM - 8 PM,7,Available,22797,21-02-2024,February,241308,Casey Henry,856,675,1,270
Karnataka,Mysuru,Kids,Jeans,28,405625,Rented,07-11-2023,950,Renee Alvarez,M31,9 AM - 8 PM,15,Available,76703,14-07-2024,July,350242,Jessica Hill,455,2013,6,4831.2
Karnataka,Bengaluru,Women,Jackets,37,421429,Rented,22-10-2023,1000,Alan Spencer,M26,9 AM - 8 PM,12,Not Available,55129,14-08-2024,August,513593,Mitchell Chapman,402,1301,8,4163.2
Karnataka,Bengaluru,Women,Hoodies,52,400198,Rented,02-09-2021,800,Sally Gonzalez,M70,10 AM - 9 PM,17,Not Available,36144,21-03-2024,March,902004,Rebecca Wilson,561,1848,4,2956.8
Karnataka,Bengaluru,Kids,Sweaters,14,403543,Owned,26-09-2022,1400,Mr. Richard Mejia,M99,10 AM - 7 PM,18,Not Available,18200,10-02-2024,February,838225,Veronica Moreno,772,1069,7,2993.2
Karnataka,Bengaluru,Kids,Sweaters,62,409559,Rented,06-09-2023,1000,Amber Wilson,M80,11 AM - 8 PM,15,Available,95788,16-04-2024,April,667724,Sarah Smith,312,2910,6,6984
Karnataka,Mysuru,Women,Sweaters,5,415865,Rented,18-06-2022,1000,Paul Allen,M66,10 AM - 7 PM,14,Not Available,86673,03-03-2024,March,729629,Melissa Taylor,425,1142,4,1827.2
Karnataka,Mysuru,Kids,Skirts,43,418658,Rented,26-05-2021,1300,Katherine Howell,M98,9 AM - 8 PM,14,Not Available,78262,21-08-2024,August,868671,Isabel Campos,966,1999,1,799.6
Karnataka,Bengaluru,Kids,Hoodies,88,439141,Owned,22-04-2023,1000,Carlos Hernandez,M66,10 AM - 7 PM,11,Available,23035,08-11-2024,November,499123,Daniel Sanchez,575,1654,5,3308
Karnataka,Bengaluru,Women,T-shirts,14,416561,Rented,20-09-2021,1300,Carla Brown,M37,11 AM - 8 PM,19,Not Available,18998,19-03-2024,March,557612,Kathleen Williams,939,977,6,2344.8
Karnataka,Bengaluru,Kids,Tops,1,435641,Owned,10-04-2024,1400,William Lara,M30,11 AM - 8 PM,10,Not Available,47212,07-08-2024,August,566245,Tiffany Nielsen,218,2639,1,1055.6
Karnataka,Bengaluru,Women,Jeans,70,420871,Rented,24-09-2024,1000,Gabriel Torres,M37,9 AM - 8 PM,6,Not Available,98685,08-01-2024,January,473537,Joshua Jones,789,1678,7,4698.4
Karnataka,Bengaluru,Men,Jeans,81,402788,Rented,18-05-2020,800,Lee Johnson,M23,10 AM - 7 PM,4,Available,49638,17-05-2024,May,850854,Dakota Butler,917,2402,7,6725.6
Karnataka,Mysuru,Men,T-shirts,95,418655,Rented,07-08-2024,1400,Caitlyn Graham,M65,11 AM - 8 PM,10,Available,77988,05-03-2024,March,873741,Carl Rodriguez,232,799,5,1598
Karnataka,Mysuru,Women,T-shirts,25,439879,Owned,30-09-2020,1200,Stacy Adams,M53,11 AM - 8 PM,5,Available,14346,02-04-2024,April,707262,Paula Davis,356,869,3,1042.8
Karnataka,Bengaluru,Men,Sweaters,83,412386,Owned,22-09-2021,1300,Sara Lam,M56,9 AM - 8 PM,16,Not Available,38238,25-03-2024,March,449320,Patrick Williams,753,1701,4,2721.6
Karnataka,Bengaluru,Men,Jackets,2,439831,Rented,22-02-2021,1100,Emily Brewer,M58,10 AM - 7 PM,3,Not Available,73352,21-11-2024,November,659702,Emily Miller,575,2064,2,1651.2
Karnataka,Bengaluru,Kids,Jackets,88,428897,Owned,25-01-2023,1100,Aaron Green,M38,10 AM - 7 PM,11,Available,47245,12-03-2024,March,390299,Brett Wolf,311,1914,4,3062.4
Karnataka,Bengaluru,Men,Shoes,82,433277,Rented,07-11-2021,1100,Lisa Cannon,M100,10 AM - 9 PM,4,Not Available,17683,20-03-2024,March,982935,Wendy Shea,417,2639,2,2111.2
Karnataka,Bengaluru,Men,Skirts,28,402585,Owned,03-06-2024,1300,Mr. Wesley King,M81,11 AM - 8 PM,6,Available,84893,11-11-2024,November,251058,Jason Waters,296,2551,4,4081.6
Karnataka,Bengaluru,Kids,Shirts,64,402647,Owned,01-07-2023,1400,Adam Wilson,M27,9 AM - 8 PM,9,Available,70747,02-01-2024,January,298053,Anthony Bryant,525,1797,6,4312.8
Karnataka,Mysuru,Kids,Skirts,21,418978,Owned,17-05-2024,1200,Chad Wheeler,M19,10 AM - 7 PM,10,Not Available,55804,07-03-2024,March,484257,Mrs. Jamie Burke,693,2504,1,1001.6
Karnataka,Bengaluru,Men,Dresses,3,439501,Rented,15-04-2020,1100,Rose Colon,M89,10 AM - 9 PM,9,Available,89468,20-08-2024,August,179724,Hannah Brown,796,1553,4,2484.8
Karnataka,Mysuru,Women,Shoes,41,424481,Owned,10-07-2022,950,Melissa Turner,M42,10 AM - 7 PM,15,Available,41984,14-01-2024,January,754132,Devin Ramirez,269,2236,4,3577.6
Karnataka,Mysuru,Women,T-shirts,49,400890,Owned,07-09-2021,950,Elizabeth Bryant MD,M86,9 AM - 8 PM,15,Available,93670,21-02-2024,February,109908,Robert Larsen,242,1146,5,2292
Karnataka,Bengaluru,Kids,T-shirts,28,412473,Rented,09-06-2023,1200,Leroy Jones,M13,11 AM - 8 PM,5,Available,39260,18-04-2024,April,505796,Tara Wagner,552,1724,2,1379.2
Karnataka,Bengaluru,Women,Jackets,35,410891,Rented,17-09-2020,800,Bianca Walters,M85,10 AM - 9 PM,18,Available,70578,12-04-2024,April,266333,Anita Edwards,639,753,7,2108.4
Karnataka,Bengaluru,Kids,Dresses,69,410350,Rented,26-04-2021,1200,Heather Burke,M58,11 AM - 8 PM,3,Not Available,18574,17-01-2024,January,809925,Thomas Clay,230,1903,2,1522.4
Karnataka,Bengaluru,Women,Shirts,20,429823,Owned,08-02-2023,950,Crystal Maldonado,M80,9 AM - 8 PM,14,Not Available,91451,08-04-2024,April,541226,Nicholas Salazar,583,2773,5,5546
Kerala,Kochi,Men,Pants,67,418165,Rented,01-03-2020,1300,Sarah Roman,M50,10 AM - 7 PM,10,Not Available,49977,26-08-2024,August,505111,Michaela King,452,542,5,1084
